Date,Time(UTC),Wind_speed(Knot),Type
2023-09-12,09:36:09,22.83320,Wind shear
2023-09-12,09:36:19,23.19799,Wind shear
2023-09-12,09:36:29,23.67845,Wind shear
2023-09-12,09:36:39,23.73889,Wind shear
2023-09-12,09:36:49,23.56640,Wind shear
2023-09-12,09:36:59,23.47413,Wind shear
2023-09-12,09:37:09,23.22314,Wind shear
2023-09-12,09:37:19,22.73188,Wind shear
2023-09-12,09:37:29,22.10143,Wind shear
2023-09-12,09:37:39,21.90402,Wind shear
2023-09-12,09:37:49,21.58541,Wind shear
2023-09-12,09:37:59,21.23004,Wind shear
2023-09-12,09:38:09,20.61931,Wind shear
2023-09-12,09:38:19,20.17677,Wind shear
2023-09-12,09:38:29,20.02338,Wind shear
2023-09-12,09:38:39,19.83397,Wind shear
2023-09-12,09:38:49,19.23637,Wind shear
2023-09-12,09:38:58,18.84468,Wind shear
2023-09-12,09:39:09,18.77935,Wind shear
2023-09-12,09:39:19,18.02369,Wind shear
2023-09-12,09:39:28,17.57111,Wind shear
2023-09-12,09:39:39,17.12600,Wind shear
2023-09-12,09:39:49,16.29744,Wind shear
2023-09-12,09:39:59,16.03247,Wind shear
2023-09-12,09:40:09,15.87232,Wind shear
2023-09-12,09:40:19,15.68967,Wind shear
2023-09-12,09:40:29,15.43295,Wind shear
2023-09-12,09:40:39,15.24262,Wind shear
2023-09-13,07:00:29,19.80798,Wind shear
2023-09-13,07:00:39,21.14096,Wind shear
2023-09-13,07:00:49,19.12441,Wind shear
2023-09-13,07:00:59,19.87710,Wind shear
2023-09-13,07:01:09,21.52110,Wind shear
2023-09-13,07:01:19,21.76126,Wind shear
2023-09-13,07:01:29,22.40763,Wind shear
2023-09-13,07:01:39,23.32735,Wind shear
2023-09-13,07:01:49,24.25821,Wind shear
2023-09-13,07:01:59,23.81056,Wind shear
2023-09-13,07:02:09,23.33675,Wind shear
2023-09-13,07:02:19,21.77386,Wind shear
2023-09-13,07:02:29,23.03463,Wind shear
2023-09-13,07:02:39,23.02418,Wind shear
2023-09-13,07:02:49,21.95408,Wind shear
2023-09-13,07:02:58,21.51489,Wind shear
2023-09-13,07:03:09,19.08940,Wind shear
2023-09-13,07:03:19,17.67283,Wind shear
2023-09-13,07:03:29,18.08925,Wind shear
2023-09-13,07:03:39,18.26532,Wind shear
2023-09-13,07:03:49,32.72059,Microburst
2023-09-13,07:03:59,34.17851,Microburst
2023-09-13,07:04:09,34.16884,Microburst
2023-09-13,07:04:19,31.48730,Microburst
2023-09-15,07:11:09,20.45417,Wind shear
2023-09-15,07:11:19,19.55203,Wind shear
2023-09-15,07:11:29,19.53921,Wind shear
2023-09-15,07:11:39,20.38291,Wind shear
2023-09-15,07:11:49,20.73426,Wind shear
2023-09-15,07:11:59,20.50034,Wind shear
2023-09-15,07:12:09,19.56252,Wind shear
2023-09-15,07:12:19,18.86797,Wind shear
2023-09-15,07:12:29,17.95349,Wind shear
2023-09-15,07:12:39,17.54796,Wind shear
2023-09-15,07:12:49,17.34845,Wind shear
2023-09-15,07:12:59,17.33367,Wind shear
2023-09-15,07:13:09,17.97543,Wind shear
2023-09-15,07:13:19,18.38835,Wind shear
2023-09-15,07:13:29,19.25950,Wind shear
2023-09-15,07:13:39,19.57025,Wind shear
2023-09-15,07:13:49,19.77574,Wind shear
2023-09-15,07:13:59,20.17978,Wind shear
2023-09-15,07:14:09,20.00343,Wind shear
2023-09-15,07:14:19,19.04741,Wind shear
2023-09-15,07:14:29,18.37340,Wind shear
2023-09-15,07:14:39,18.06218,Wind shear
2023-09-15,07:14:49,18.06026,Wind shear
2023-09-15,07:14:59,18.00667,Wind shear
2023-09-15,07:15:09,18.02081,Wind shear
2023-09-15,07:15:18,17.97716,Wind shear
2023-09-15,07:15:29,17.83211,Wind shear
2023-09-15,07:15:39,17.87857,Wind shear
2023-09-15,07:15:49,17.36542,Wind shear
2023-09-15,07:15:59,16.77675,Wind shear
2023-09-15,07:16:09,16.91589,Wind shear
2023-09-15,07:16:19,17.81360,Wind shear
2023-09-15,07:16:29,17.91248,Wind shear
2023-09-15,07:16:39,17.65367,Wind shear
2023-09-15,07:16:49,16.71014,Wind shear
2023-09-15,07:16:59,16.19051,Wind shear
2023-09-15,07:17:09,15.19960,Wind shear
2023-10-08,09:09:09,17.97800,Wind shear
2023-10-08,09:09:19,17.48196,Wind shear
2023-10-08,09:09:29,17.35281,Wind shear
2023-10-08,09:09:39,18.82607,Wind shear
2023-10-08,09:09:48,19.72437,Wind shear
2023-10-08,09:09:59,20.28575,Wind shear
2023-10-08,09:10:19,19.63603,Wind shear
2023-10-08,09:10:29,19.18113,Wind shear
2023-10-08,09:10:39,18.58944,Wind shear
2023-10-08,09:12:09,21.82742,Wind shear
2023-10-08,09:12:19,22.03894,Wind shear
2023-10-08,09:12:29,21.82676,Wind shear
2023-10-08,09:12:39,21.05491,Wind shear
2023-10-08,09:12:49,20.38997,Wind shear
2023-10-08,09:12:59,20.22217,Wind shear
2023-10-08,09:13:09,20.05494,Wind shear
2023-10-08,09:13:19,19.90924,Wind shear
2023-10-08,09:13:29,19.87638,Wind shear
2023-10-08,09:13:39,20.12480,Wind shear
2023-10-08,09:13:49,20.36552,Wind shear
2023-10-08,09:13:59,19.68464,Wind shear
2023-10-08,09:14:09,19.18993,Wind shear
2023-10-08,09:15:19,16.80369,Wind shear
2023-10-08,09:15:29,16.98808,Wind shear
2023-10-08,09:15:39,16.24047,Wind shear
2023-10-08,09:18:49,18.57892,Wind shear
2023-10-08,09:18:59,18.28274,Wind shear
2023-10-08,09:19:09,18.28189,Wind shear
2023-10-08,09:19:19,18.00523,Wind shear
2023-10-08,09:19:28,17.59735,Wind shear
2023-10-08,09:19:39,17.33838,Wind shear
2023-10-08,09:19:49,17.43575,Wind shear
2023-10-08,09:19:59,17.95232,Wind shear
2023-10-08,09:20:09,17.70235,Wind shear
2023-10-08,09:20:19,17.55412,Wind shear
2023-10-08,09:20:29,17.50952,Wind shear
2023-10-08,09:20:39,17.13948,Wind shear
2023-10-08,09:20:49,16.61217,Wind shear
2023-10-08,09:20:59,16.06867,Wind shear
2023-10-08,09:21:09,15.91481,Wind shear
